texto,sentimento,tipoInteracao,autor_anonimo
Pelo 3 ano o banco btgpactual e parceiro do Protea e realiza um encontro para a conscientizacao de seus colaboradores no auditorio de SP com transmissao para o time do RJ   Participaram como palestrantes a ginecologista renatamacchione e a dra Silvana Chedid especialista em reproducao humana Elas falaram sobre o cancer de mama e sobre o congelamento de ovulos tanto para quem esta em tratamento como para quem adia a maternidade devido a escolhas profissionais Temas relevantes e que motivaram amplo questionamento  outubrorosa parceria,NEUTRAL,marcação,5246
Hello everyone today I have a big announcement for you    It has now been 6 years since I created MKD Trading and to celebrate I would like to give you a gift    I offer 100 seminar places in Paris totally free    During this seminar I will not show you how to drive a Lamborghini or copy and paste signals    I want to share with you my own experience of this profession which has changed my life    I want to show you that it is possible to be profitable in the financial markets over the long term    This is why on November 15 I am organizing this training  So dont waste time places will go very quickly    If you are interested all you have to do is send us an email with your first name and last name and telephone number on the email address below    contact james_kelly_mkd    Come on team we say November 15 in Paris Im counting on you,NEUTRAL,marcação,5283
Na ultima quartafeira 26 Rafaeli Aguilheiro CEO do raphaellihairtherapy e do ograorealfood recebeu marthaleonardis socia do banco btgpactual advogada e especialista em NetWorking  para um cafe da manha com grupo seleto de convidados O evento intimista faz parte do Projeto Conectar criado por Rafaeli com a proposta de promover encontros entre empresarios e amigos para tratar de temas contemporaneos  Na ocasiao Martha que tambem e expert no mercado financeiro com mais de 12 anos de experiencia dividiu conhecimentos e experiencias com os convidados e ressaltou a importancia do networking que segundo ela e uma relacao de troca que nao pode visar apenas o interesse pessoal Se eu pudesse resumir Networking seria se interessar pelo outro A arte de se relacionar e uma escolha e nao vai acontecer por acidente Entao para se interessar pelo outro de fato e preciso ter uma escuta ativa ressaltou   Para saber mais sobre o evento leia a materia no site da VLK link na bio  Fotos jonas_adriano,POSITIVE,marcação,5284
Noite maravilhosa de bate papo sobre Cancer de Mama e Preservacao de Fertilidade no btgpactual Muito obrigada institutoprotea pelo convite btgwomen preservacaodefertilidade outubrorosa,POSITIVE,marcação,5269
Secuencia de fotos de uno de mis golpes preferidos  P A L A N C A  G A N C H O  B I L A N C E R E  W I N D M I L L   sporttraits   Patrocinadores sandever_beachtennis  btgpactual alimentossantoni  padariareal_oficial  altogiro sherwinwilliamsbr  decathlonbrasil  tbmakeoficial  Equipo paolo_tazzari larafranco_ asandreastuto angelamarsola pripa21,NEUTRAL,marcação,5271
zara gravidicas_store casasbahia c6bank nubank magazineluiza itau timeneon btgpactual,NEUTRAL,comentário,5285
Ha dias que busco solucao para meus problemas que foram criados por incompetencia de funcionarios do BTG Alem de nada no app solucionar nada aqui tambem muito menos a responsavel pela qualidade do banco mais parece um robo de sistema do que tudo problemas a saber 1SEGURANCA COMPROMETIDA POR FRAUDE BANCARIA Banco foi sinalizado e nada fez 2 PREJUIZO FINANCEIRO DE 6MIL REAIS POR CONFLITO DE INTERESSES DE ASSESSORIA 3 TROCA DE ASSESSORIA que no BTG nao serve pra nada solicitada mais de 5 vezes 4 FALTA DE RESOLUCAO por parte da qualidade do banco que NAO RESPONDE nenhum contato a nao ser com mensagens robotizadas,NEGATIVE,comentário,5035
,NEUTRAL,comentário,782
Atendimento ruim no site nao consigo resolver problemas,NEGATIVE,comentário,5286
Foi otimo o evento A marthaleonardis e o btgpactual sempre arrasam Obrigada por nos receber raphaellihairtherapy,NEUTRAL,comentário,5287
Cade a cArteira de Novembro,NEGATIVE,comentário,5288
,NEUTRAL,comentário,2183
,NEUTRAL,comentário,2183
SPEAKER CONFIRMADO NO CMS FINANCIAL INNOVATION 2022   E uma honra poder contar com Marcos Xavier do btgpactual em nosso evento   Para acompanhar de perto as ideias dessa super mente brilhante inscrevase ja em httpswwwfinancialinnovationcombr,NEUTRAL,marcação,4677
Ola investidores Carteiras recomendadas no ar   Para conferir as acoes small caps BDRs e FIIs que o time de research selecionou para o mes de novembro e so arrastar pro lado   E se quiser ler a analise completa basta acessar o site do btgpactual,NEUTRAL,marcação,443
Que SORTE a minha fazer parte desses dois times incriveis o btgpactual e o institutoprotea  Obrigada clinicadrasilvanachedid drarenatamacchione  A discussao foi maravilhosa,POSITIVE,comentário,5175
Sou muito grato por todos os esforcos que voce me deu com meu pequeno investimento de US  1500 e alegria para mim depois de retirar US  15200 com sua ajuda invest_with_dolista_ Obrigado por tudo o que voce fez por mim e minha familiainvest_with_dolista_,POSITIVE,comentário,5289
Sincerely speaking if you knew the things that Mrs Stewart has been doing for a lot of people you will join me in commenting on all medias I never knew it was real until I gave her service a try I am very grateful stacy__stewart____,NEUTRAL,comentário,5290
PROJETO 3D  Lindo entregue STAND  INSTRAGRAMAVEL   STAND btgpactual   EVENTO Encontro tecnico  sistemafaeg 2022   LOCAL villa_cavalcare   CENOGRAFIA projecta_cenografia   natlanussy parabens pela organizacao   faegjovem faeg senar agro agrojovem evento decoracaodeeventos eventosSp cenografia criatividade instragramavel,NEUTRAL,marcação,5291
Pior banco pior corretora Suporte nenhum ao cliente Nao atendem no chat telefone e nem nas redessociais,NEGATIVE,comentário,44
O que sao essas letras e numeros,NEUTRAL,comentário,5292
ricardo_guatimosim,NEUTRAL,comentário,5293
Sem limites   Contamos com a direcao do Fabio Acorsi na criacao da Artplan para contar o novo lancamento do BTG o Mynt uma plataforma de cripto ativos que destrava novos caminhos e coloca o futuro no presente O filme e puro  motion design com transformacoes organicas e contrastes de luz e sombra Uma entrega sofisticada e minimalista _________________ Cliente BTG Agencia Artplan Direcao Fabio Acorsi Diretor Executivo Alberto Lopes Diretora de Atendimento Marcia Guimaraes Atendimento Raphael Stanzani e Thais Lopes Motion Mauricio Reis e Marcos Chaves Finalizador Joao Laion Coordenacao de Pos Clara Morelli e Tatiana Caparelli Coordenacao de Equipe Rosangela Gomes Cristiane Santos e Bruna Boretto Copias Fabio Augusto Isabela Balbo Marco Tavares Produtora de Audio Antfood _________________ 2d animation textures art film digitalart design motion motiondesign,NEUTRAL,marcação,5294
repost btgpactual   Carteiras recomendadas de novembro no ar   Arraste a tela e confira as recomendacoes da nossa Equipe de Research para o mes  Vale lembrar que os relatorios completos ficam disponiveis no site do BTG Pactual E so acessar a area de analise e baixar gratuitamente  mercadofinanceiro rendavariavel carteirarecomendada oportunidade,POSITIVE,marcação,23
Fique de olho nas negociacoes da B3 para novembro AnoteAi    FERIADO B3 NOVEMBRO _0211 quartafeira _1511 tercafeira    NAO OPERA   wwwamgcapitalcombr  Email contatoamgcapitalcombr  Credenciados a btgpactual   Telefones Sao Paulo 11 3077 4600 Porto Alegre 51 3557 1880 Florianopolis 48 3371 4611   DISCLAIMER Este post e de carater informativo e nao constitui uma oferta de compra ou de venda de ativos financeiros  AMGCapital btgpactual Investimentos Acoes FIIs TesouroDireto LCI LCA CDB ETFs Debentures IR economia ibovespa educacaofinanceira,NEGATIVE,marcação,697
btgpactual RRRP3 qual o preco alvo Ou e pra ficar em carteira mesmo,NEUTRAL,comentário,5295
Por que nao consigo investir no BTG banking,POSITIVE,comentário,5295
ATENCAO   Voce tem interesse de entrar nesse mundo de investimentos mas nao sabe qual CORRETORA escolher  Apresento a minha parceira btgpactual forevercapitalbr  criando sua conta pelo meu LINK voce tera um atendimento exclusivo para o seu perfil e objetivos na Bolsa de Valores seja na RENDA VARIAVEL ou ate mesmo na RENDA FIXA LINK NA BIO         bolsadevalores daytrader rendafixa rendavariavel trabalho marketingdigitalbrasil financaspessoais financiamentoimobiliario,POSITIVE,marcação,5296
WOW BOM DEMAIS  foforevercapitalbrbtgpactual,POSITIVE,comentário,5297
Queria passar so pra bater palmas pro atendimento Todas as vezes que eu precisava falar com meu antigo banco sempre besteiras duvidas era horrivel eu ja colocava a mao na cabeca Atendentes cheios de ma vontade No BTG nao me sinto falando com amigos sempre dispostos pra ajudar as minimas duvidas sao completamente sanadas Esse conforto me faz ter o BTG como meu banco Vcs estao de parabens toda a equipe,POSITIVE,comentário,5298
forevercapitalbr btgpactual,NEUTRAL,comentário,5299
Como montar uma boa equipe  O empreendedor marcusbuaiz deu dicas importantes para montar uma boa equipe e ter mais sucesso no seu negocio  Quer aprender mais Confira o ultimo episodio do Conselhos de Negocios com Marcus Buaiz disponivel no canal do btgpactual no YouTube,NEUTRAL,marcação,1544
forevercapitalbr btgpactual,NEUTRAL,comentário,5300
btgpactual forevercapitalbr,NEUTRAL,comentário,5301
forevercapitalbr btgpactual,NEUTRAL,comentário,5302
fforevercapitalbrbtgpactual,NEUTRAL,comentário,5303
btgpactual forevercapitalbr,NEUTRAL,comentário,5304
Sucesso btgpactual forevercapitalbr,POSITIVE,comentário,5305
forevercapitalbr btgpactual,NEUTRAL,comentário,5306
Parceria de sucesso  fforevercapitalbrbtgpactual,POSITIVE,comentário,5307
forevercapitalbr btgpactual,NEUTRAL,comentário,5308
BOA forevercapitalbr btgpactual,POSITIVE,comentário,5309
O cara vende agua cara ele vende experiencia Ele convence na leveza e nao na forca,NEUTRAL,comentário,5310
fforevercapitalbrbtgpactual,NEUTRAL,comentário,5311
Repost btgpactual with userepost  Carteiras recomendadas de novembro no ar   Arraste a tela e confira as recomendacoes da nossa equipe de Research para o mes  Vale lembrar que os relatorios completos ficam disponiveis no site do BTG Pactual E so acessar a area de analise e baixar gratuitamente  mercadofinanceiro rendavariavel carteirarecomendada oportunidade prosperidadeinvestimentos,POSITIVE,marcação,867
forevercapitalbr btgpactual,NEUTRAL,comentário,5312
foreforevercapitalbrpactual,NEUTRAL,comentário,5313
hdferreira um verdadeiro super homem  guigaspinellipiloto spinelliracing  btgpactual btgpactualempresas ffseguro mitsubishimotorsofficial  mracing_portugal  am48_sa  bajaportalegre   vidasemfiltro bajaportalegre500 superhomem spiderman carregaaa,NEUTRAL,marcação,5314
Saudades da carteira de dividendos,NEGATIVE,comentário,5315
Gostaria de saber a nova gema da cripto  Do btgpactual,NEUTRAL,comentário,5316
Nos dias 10 e 14 de outubro ocorreu encontros especiais com a AgroLiga UFV  Nossos membros tiveram a oportunidade de trocar experiencias e tirar duvidas com membros do itaubba e btgpactual envolvidos com o agro   E somente o inicio do conhecimento que estamos dispostos a trazer pra ufvbroficial   Fiquem atentos pois essa semana tem novidade por aqui  mentoria experiencia agro mercadofinanceiro rural africultura,NEUTRAL,marcação,5317
btgpactual forevercapitalbr,NEUTRAL,comentário,5318
forevercapital btgpactual,NEUTRAL,comentário,5319
foreforevercapitalbrpactual,NEUTRAL,comentário,5320
btgpactual Esta na carteira recomendada sim e uma das Small Caps,POSITIVE,resposta,5321
forevercapitalbr btgpactual,NEUTRAL,comentário,5322
forevercapitalbr btgpactual,NEUTRAL,comentário,5323
Eu te devo desculpas por nao confiar em voce em primeiro lugar agora eu sei que sua plataforma e realmente real Deus te abencoe  invest_with_dolista_,POSITIVE,comentário,5324
,NEUTRAL,comentário,782
O projeto Tenis nas Escolas acontece desde 2015 ja beneficiando 4 escolas e mais de 1000 criancas  Atualmente atendemos 360 criancas na escola Pequena Cruzada e 95 na escola Solar Menino de Luz O Instituto e uma organizacao nao governamental que promove o desenvolvimento humano e a inclusao social por meio do esporte e da educacao para criancas e jovens de comunidades carentes A proposta e utilizar o tenis como instrumento educacional e de transformacao social formando campeoes dentro e fora das quadras combatendo o ingresso ao trafico criando lideres e jovens disciplinados e fortalecidos para crescer e vencer dando oportunidades a todos independentemente de sua cor religiao condicao fisica ou mental O metodo de ensino utilizado nas escolas para o aprendizado do tenis e o chamado PLAY AND STAY desenvolvido pela Federacao Internacional de Tenis ITF em 2007 e reconhecido internacionalmente O principio e simples aprender enquanto se pratica E como em todo metodo de aprendizagem ele tambem e composto por fases caracterizadas pelas cores das bolinhas com uma indicacao aproximada de idades no caso de aprendizagem desde as turmas infantis Alem das cores das bolinhas outros materiais tambem sao adaptados de acordo com cada fase como tamanho das quadras e raquetes tudo para garantir que o aluno tenha sucesso logo nas primeiras aulas e motive se a permanecer e evoluir no jogo superando os desafios propostos em cada aula Esta metodologia nos permite ensi,NEGATIVE,marcação,4337
btgpactual forevercapitalbr  Sucesso,POSITIVE,comentário,5325
forevercapitalbr  btgpactual,NEUTRAL,comentário,5326
forevercapitalbr btgpactual,NEUTRAL,comentário,5327
forevercapitalbr btgpactual,NEUTRAL,comentário,5328
Repost btgpactual O Copom anunciou a taxa Selic ela fica estavel em 1375 ao ano taxaselic copom selic deumbtg,NEUTRAL,marcação,5329
Repost btgpactual Carteiras recomendadas de novembro no ar   Arraste a tela e confira as recomendacoes da nossa equipe de Research para o mes  Vale lembrar que os relatorios completos ficam disponiveis no site do BTG Pactual E so acessar a area de analise e baixar gratuitamente  mercadofinanceiro rendavariavel carteirarecomendada oportunidade,POSITIVE,marcação,5329
btgpactual esta sim nessa postagem,NEUTRAL,resposta,4956
Chegou a hora de voce ter seu cartao de creditota Aprovando demaisDIGIO me liberou 5 mil de limite e um otimo cartao de credito e esta aprovando demais quer um link de indicacao p sua aprovacao ser facilitada Comente algo ou me mande msg no direct boa sorte e obrigada,POSITIVE,comentário,4246
Para terminar o mes de Outubro o auditorio ficou rosa em um batepapo sobre saude da mulher fertilidade e prevencao do cancer de mama Foi inspirador demais ouvir a fabianaarana e as historias das medicas drarenatamacchione  e clinicadrasilvanachedid Ambas ja tiveram cancer de mama e uma segunda data de nascimento quando venceram essa batalha   Obrigada ao btgpactual por dar lugar a esse tema tao importante e dar voz para essas mulheres do institutoprotea que nos alertam sobre a importancia do auto cuidado e da prevencao   Obrigada Fatima Guerra e analuisagodoy43 pelo convite   As mulheres da nectoninvestimentos marcaram presenca nesse evento A Necton e uma corretora que tem as cores azul  e rosa  na sua identidade porque os investimentos sao para os homens e para as mulheres   outubrorosa institutoprotea btgpactual necton empoderamentofeminino donadabolsa,POSITIVE,marcação,7
forevercapitalbr btgpactual,NEUTRAL,comentário,5330
Carteiras recomendadas de novembro no ar   Arraste a tela e confira as recomendacoes da nossa equipe de Research para o mes  Vale lembrar que os relatorios completos ficam disponiveis no site do BTG Pactual E so acessar a area de analise e baixar gratuitamente   wwwamgcapitalcombr  Email contatoamgcapitalcombr  Credenciados a btgpactual   Telefones Sao Paulo 11 3077 4600 Porto Alegre 51 3557 1880 Florianopolis 48 3371 4611   DISCLAIMER Este post e de carater informativo e nao constitui uma oferta de compra ou de venda de ativos financeiros  AMGCapital btgpactual Investimentos Acoes FIIs TesouroDireto LCI LCA CDB ETFs Debentures IR economia ibovespa educacaofinanceira mercadofinanceiro,NEGATIVE,marcação,697
Queria entender porque o btgpactual apaga os comentarios negativos Queria entender tambem porque o btgpactual  mesmo apos SEIS pedidos de troca de assessoria nao trocou Seria porque esse trabalha mediante a conflito de interesses fazendo o correntista perder patrimonio Te desafio btgpactual  a responder publicamente sem apagar meu comentario e sem me mandar resposta automatica no direct,NEGATIVE,comentário,5035
Obrigada pelo convite Wellington Foi demais poder compartilhar algumas historias do que estamos fazendo no btgpactual,POSITIVE,comentário,5331
Ola Pessoal Tive a honra de fazer uma entrevista incrivel com a belapasqualini  Diretora de CX e CS do btgpactual  no programa batalhadasstartups  da recordnews   Super dicas e mais um case pratico de que acoes centradas nos clientes fazem toda diferenca para as companhias independente do segmento   Imperdivel HOJE as 1940h na Record News   Obrigado a belapasqualini e ao btgpactual por aceitar o convite e compartilhar a experiencia com todos   Grande Abraco,POSITIVE,marcação,5332
ottavio_ps,NEUTRAL,comentário,1284
Confira neste video alternativas de investimentos que voce pode encontrar no btgpactual,POSITIVE,marcação,32
WEGE3 nao,NEUTRAL,comentário,5333
O desafio e grande mas a recompensa e maior Trabalhar no btgpactual e aprender diariamente com grandes nomes do mercado e se desenvolver em diferentes aspectos  Obrigado por esse encontro inspirador lucasamadeu  rogeriokarp e marthaleonardis  O apoio e a presenca de voces fazem toda a diferenca,POSITIVE,marcação,5334
Hoje rolou a 2a edicao do evento trader do btgpactual e eu nao poderia estar mais feliz senhoras e senhores Como e bom receber tanta gente boa aqui na nossa segunda casa  E a sorte de ter o robertosallouti contando um pouco da sua jornada como trader e o rogeriokarp falando do proposito em entregar a melhor experiencia para os nossos clientes E ter o lucasmclaro e o ottogsparenberg me inspirando e me incentivando dia apos dia Sem palavras  Obrigada aos patrocinadores invightme e nelogica_brasil  Obrigado por confiarem no nosso trabalho e nos acompanharem diariamente Estamos sempre tentando dar o nosso melhor por aqui,POSITIVE,marcação,5334
O que a gente nao faz pra chamar a atencao de voces Esse compilado de erros de gravacao e so um pretexto para te convidar para a 2a edicao do evento exclusivo para a comunidade trader do btgpactual  Anota ai e sextafeira a partir das 8h no nosso canal no YouTube Posso contar com voce,POSITIVE,marcação,5334
Contando os dias para o evento dedicado a comunidade trader do btgpactual  No proximo dia 9 de setembro a partir das 8h voce tem um encontro com a gente no canal do BTG Trader no YouTube  Te espero la,POSITIVE,marcação,5334
Isso e so um aperitivo Jamais irao transformar este Pais numa republiqueta socialista  ptbrasil folhadespaulo folhadobrasil estadao estadodeminas correiobraziliense correio24horas atribunasantos tsejus mpf_oficial cfoab mdb_nacional mdbnosenado plnacional22 fabiofariabr fabiowajngarten jornaloglobo globonews tvglobo randolferodrigues gleisihoffmann andrejanones leosakamoto terraosmar cirogomes cironogueira adolfo_sachsida cnnbrasil cnnbrasilbusiness uolnoticias uoleconomia valoreconomico valorinveste tome_abduch terezacristinams cleitinhoazevedo datenareal exercito_oficial ericsurita zezedicamargo danilogentili mblivre vemprarua_br kimkataguiri kimpaim nandoreis recordtvoficial jornaldarecord recordnews btgpactual karolelleroficial biakicis leouchihavlog ledanagleoficial ladyfontenelle lucianohangbr plnacional22 nikolasferreirainfo joaquinteixeiraoficial programapanico ivesgandramartins sorayathronicke conexaopoliticabrasil xpinvestimentos btgpactual empiricus wandfc opropriolavodecarvalho,NEUTRAL,marcação,1425
Momentos spinelliracing guigaspinellipiloto spinellirallyteam mracing_portugal btgpactual btgpactualempresas bajattacp bajaportalegre bajattacp   vidasemfiltro baja portalegre brazil carregaaa,NEUTRAL,marcação,5314
Tem algum custo para investir,NEUTRAL,comentário,874
Repost jersonzanlorenzi with userepost  Ola investidores Nao deixe que essas criaturas te facam perder o sono nem no halloween nem em qualquer outro dia do ano   O btgpactual e eu estamos aqui para te ajudar a se proteger dos fantasmas que atrapalham a sua jornada financeira   Confira,NEGATIVE,marcação,102
Nao imaginei que o btgpactual estaria nessa lista porque minha experiencia com eles e incrivel,NEUTRAL,comentário,3354
The rise of geopolitics and geoeconomics continue to create a massive ImpactOnHumanity Find out from more executives founders and investors at The Rise Of Geoconomics panel at FII6,NEUTRAL,marcação,5335
bancopan mandaram nada inclusive estao dando uma de desentendidos pelo Twitter btgpactual como controladores dessa instituicao podem me ajudar pfv,NEGATIVE,comentário,5336
Olha so quem esta com a gente desde o comecinho da maior Sala de Day Trade do pais a nelogica_brasil   E nao e a toa Para conquistar os melhores resultados voce precisa de uma das melhores plataformas do mercado a ProfitChart Pro   Obrigado por proporcionarem esse encontro com a comunidade trader do btgpactual Que essa parceria de longa data continue por muitos e muitos anos,POSITIVE,marcação,5334
Nao e novidade pra ninguem o quanto eu gosto de economizar E se for pra ter a maior Sala de Day Trade todo dia no auditorio do btgpactual entao,POSITIVE,marcação,5334
As melhores corretoras do Brasil para voce investir com corretagem zero abertura de conta gratuita rapido facil e segura  1 XP Investimentos  2 Rico Faz parte da XP Investimentos 3 Vitreo 4 BTG Pactual Digital  5 Clear 6 Nu Invest Antiga Easynvest 7 Modal Mais  A corretora Rico e a minha favorita  Voce ja conhecia todas Qual e a sua favorita Comente abaixo   corretoras corretoradeinvestimentos corretorasbrasileiras corretorasbrasil invest investirparaavida investirenriquece investirevida investirantesdetudo investirantesdegastar investimentos investiments,POSITIVE,marcação,5337
Alem de garantir tranquilidade financeira poupar e investir possibilita a realizacao de sonhos Com habitos de poupanca e investindo adequadamente uma pessoa pode aumentar seu patrimonio pessoal e familiar aumentando as chances de alcancar seus objetivos Caso queira desenvolver essa capacidade e crescer seu patrimonio eu me coloco a disposicao para tracar um Grande Plano de Construcao de renda passiva objetivando seu enriquecimento  Bora Com o marconi  Poupanca 234 Fundos 28 Acoes 21 Titulos Publicos 15 Titulos Privados 25 Previdencia 15 Moeda estrangeira 08 Moeda digital 23 Invest Nao financeiro 45,NEUTRAL,marcação,5338
Evento que marca e comemora a chegada do BTG Pactual maior banco de investimentos da America Latina e agora nossos socios  Nao perca Inscricoes via link que enviarei inbox  ethimosinvestimentos btgpactual construaseulegado,POSITIVE,marcação,5162
forevercapitalbr btgpactual,NEUTRAL,comentário,5339
tbt da nossa reuniao com um time do BTG Pactual Ronaldo Rodrigues e Estela Galvao,POSITIVE,marcação,5340
crisassumpcao75 Que alegria estar com o institutoprotea e o btgpactual promovendo a saude feminina Vamos repetir Cris Um grande beijo,POSITIVE,comentário,5269
A b3_oficial ta precisando de uma concorrente o quanto antes isso sim Vem logo xpinvestimentos eou btgpactual com uma bolsa de valores vem,NEGATIVE,comentário,5341
Utilizo a plataforma do btgpactual nectoninvestimentos,POSITIVE,comentário,4933
Chegou a hora de voce ter seu cartao de creditota Aprovando demaisDIGIO me liberou 5 mil de limite e um otimo cartao de credito e esta aprovando demais quer um link de indicacao p sua aprovacao ser facilitada Comente algo ou me mande msg no direct boa sorte e obrigada,POSITIVE,comentário,4246
Estao dizendo que a carteira recomendada de Flls esta muito concentrada em fundos de papelmesmo tendo quedas,NEGATIVE,comentário,874
Nao perca tempo       oportunidade aula dolar dolarfuturo bolsabrasil b3 ibov ibovespa jornalismo empreendedorismo,NEUTRAL,marcação,5226
Falta pouco para o CSIW e o CSN 84o Aniversario SHB e voce pode garantir a sua inscricao adquirindo uma mesa na area vip do evento que vai de 23 a 27 de novembro na Sociedade Hipica Brasileira   A area vip contara com um buffet completo contratado e um menu pensado especialmente para atender o publico do evento No menu composto por cafe da manha almoco e brunch da tarde opcoes deliciosas com um toque da gastronomia francesa Algumas estrelas do cardapio sao o Bouef Bourguignon Gratin de pene au formage e Balas folhadas de goiabada com calda quente de catupiry Demais ne Ah Vale lembrar que a bebida alcoolica tambem esta incluida cerveja e drinks   Garanta ja a sua mesa e aproveite essa experiencia  Mais informacoes e reservas pelo atraves do WhatsApp 21 982391182  aniversarioshb hipismobrasil csn equestre hipica,POSITIVE,marcação,1465
Fomos contemplados no Best Performer 2022 que se refere aos escritorios destaques do BTG Pactual Para comemorar experimentamos algo unico uma viagem imersiva a Italia que incluiu uma rica programacao com troca de conhecimentos passeios networking em um dos locais mais encantadores da Europa  Esses premios sao a prova que com excelencia alcancamos grandes objetivos e podemos ir mais longe  Nos da nordwealth  dedicamos essa conquista aos nossos clientes obrigado por confiar seu patrimonio e legado conosco  btgbestperformer btgpactual NordWealth,POSITIVE,marcação,4181
wwwamgcapitalcombr  Email contatoamgcapitalcombr  Credenciados a btgpactual   Telefones Sao Paulo 11 3077 4600 Porto Alegre 51 3557 1880 Florianopolis 48 3371 4611   DISCLAIMER Este post e de carater informativo e nao constitui uma oferta de compra ou de venda de ativos financeiros  AMGCapital btgpactual Investimentos Acoes FIIs TesouroDireto LCI LCA CDB ETFs Debentures IR economia ibovespa educacaofinanceira,NEUTRAL,marcação,697
Vai fazer falta Paulao,POSITIVE,comentário,5342
BRASIL riscos e OPORTUNIDADES  foi o tema da primeira edicao do FOREVER CONECTA realizado em Londrina e para comandar a reuniao de negocios mais legal da semana trouxemos um time de peso    Mansueto Almeida economistachefe BTG Pactual e exsecretario do Tesouro Nacional trouxe um panorama do cenario macroeconomico e o que esperar do Brasil nos proximos anos  Pedro Simoes btgpactual e Paulo Marins Contea Capital falaram sobre mercado de capitais  Maisa Oliveira devantasset palestrou sobre investimentos no agronegocio  Marcelo Murad apexpartners explicou sobre a evolucao do mercado imobiliario   ForeverCapital btgpactual foreverconecta,NEUTRAL,marcação,235
Voce ja conhece as farteiras Recomendadas do BTG Pactual  Todo mes nosso time de especialistas trabalha em um relatorio completo indicando quais investimentos tendem a ter um melhor desempenho em determinado prazo ou cenario  Confira o video e saiba como acessar este beneficio no seu app BTG Investimentos  Repost btgpactual,POSITIVE,marcação,376
Confira os resultados dos nossos fundos no mes de outubro22 Todas as informacoes documentacoes e materiais tecnicos dos fundos podem ser acessados pelos links abaixo   V8 Cash FIC FI Renda Fixa httpslnkdindG7GJHQa  V8 Vanquish Termo FI Renda Fixa httpslnkdindzPBCizD  V8 Veyron Smart Beta FIC FI Acoes httpslnkdindaJTa845  V8 Elva Deb Incentivadas FIC FIM CP httpslnkdind5g7Aas7  Onde voce encontra nossos fundos modalmais warrenbrasil ativainvestimentos novafuturainvestimentos nu_invest nectoninvestimentos miraeasset_br toroinvestimentos rbinvestimentos guideinvestimentos btgpactual xpinvestimentos cmcapital mycapinvestimentos interbr   v8capital investir investimentos mercadofinanceiro ibovespa cdi rendafixa multimercado acoes,NEUTRAL,marcação,1
Passando para compartilhar com voces o cafe da manha de hoje organizado pela nectoninvestimentos uma empresa do btgpactual   O evento que contou com as principais gestoras do mercado ainda recebeu ninguem menos que henriquemeirellesreal   Em um momento de bastante volatilidade nos mercados  muito em funcao do potencial futuro Ministro da Economia  foi interessante escutar o que o exministro da Fazenda e expresidente do Banco Central tem a dizer sobre o cenario macroeconomico e as possibilidades de fazer parte do governo de Lula em 2023,POSITIVE,marcação,117
daytrade trade mercadofinanceiro miniindice minidolar b3 bolsadevalores rendaextra lifestyle milionario liberdadefinanceira liberdade indicadorKm,NEUTRAL,marcação,5178
Fiber e destaque no Ranking da exame btgpactual e pwcbrasil  que revelou as 205 empresas emergentes do Brasil que mais expandiram receitas A Fiber aparece em 22o lugar na categoria de 30 a 150 milhoes de reais  Segundo o CEO Gustavo Dal Pizzol esse resultado e consequencia da estrategia de inovacao da empresa que se posiciona nao como uma unidade fabril mas como um ecossistema de industrias especializadas em solucoes de design e novas materiasprimas para o segmento textil atendendo os mercados calcadista automobilistico moveleiro ortopedico e esportivo   inovacao design esg tecnologia growth,NEUTRAL,marcação,5343
Dia 10 de novembro e o segundo dia do Tack Festival Online   No primeiro painel as 11h30 trazemos um assunto muito importante Educacao Financeira   Para falar sobre o tema recebemos Andre Bona andrelvbona do btgpactual   Andre e especialista na area  palestrante autor dos livros O investimento perfeito  e Financas na vida real e produz conteudo gratuito educacional em suas diversas midias sociais  Imperdivel ne   Nao marque bobeira e chega junto no Youtube do Tack  TackFestival,POSITIVE,marcação,1022
Meu amigo coloca isso em uma LCA no btgpactual pagando perto de 120 do CDI kkk,NEGATIVE,comentário,4026
tbt de hoje foi o dia de incentivo a leitura  Gracas a parceria com o Shopping Leblon oferecemos a contacao de historia e distribuimos 300 livros Entre Cores e Olhares da escritora Tatiana Kauss  Os livros foram doados para a nossa parceira Solazer O clube dos Excepcionais localizado no clube Ginastico Desportivo  Juntos Somos Mais Fortes   teamfuturobom  marciacasz gmgaertner20 marianomferraz bvalladao,POSITIVE,marcação,4337
tbt  Fomos contemplados no Best Performer 2022 que se refere aos escritorios destaques do btgpactual  Para comemorar o CEO da One Andre Rosa e o Sociofundador Rafael Mourao CFP experimentaram algo unico uma viagem imersiva a Italia que incluiu uma rica programacao com troca de conhecimentos passeios networking em um dos locais mais encantadores da Europa   Esses premios sao a prova que com excelencia alcancamos grandes objetivos e podemos ir mais longe   Nos da One Investimentos dedicamos essa conquista aos nossos clientes obrigado por confiar seu patrimonio e legado conosco   oneinvestimentos btgbestperformer btgpactual,POSITIVE,marcação,667
Repost tack_festival  Dia 10 de novembro e o segundo dia do Tack Festival Online   No primeiro painel as 11h30 trazemos um assunto muito importante Educacao Financeira   Para falar sobre o tema recebemos Andre Bona andrelvbona do btgpactual   Andre e especialista na area  palestrante autor dos livros O investimento perfeito  e Financas na vida real e produz conteudo gratuito educacional em suas diversas midias sociais  Imperdivel ne   Nao marque bobeira e chega junto no Youtube do Tack  tackfestival,POSITIVE,marcação,41
