dataPublicada,autor_anonimo,texto,sentimento,tipoInteracao
2022-11-10 18:39:00,94,"Essa é uma “pequena” amostra de como é um dia meu 😂  Só hoje, foram 4 eventos ao longo do dia! Muitas novas conexões e networking.  moneyweek da eqiinvestimentos, onde participei de um painel junto a capaiffer, ricardobellino e mariopez , falamos sobre networking e a arte de se relacionar.   Depois participei de uma sessão de dúvidas sobre networking ao lado da maravilhosa waslawick   E finalizei no podcast kritikepodcast onde contei um pouco da minha história e batemos um papo sobre networking   Agora a noite, está acontecendo a cerimônia final do Give Back Day, focado em meio ambiente, aqui no btgpactual,   O mais importante nesse processo todo é que mesmo com um dia cheio, eu tomo cuidado com cada pessoa que eu encontro e que conversa comigo.  Às vezes, na correria do dia a dia a gente acaba esquecendo um pouco a cordialidade.  Tomem cuidado com isso!",NEUTRAL,marcação
2022-11-10 18:35:00,4264,"Na manhã da última quarta-feira (09/11), realizamos nosso primeiro Perfin Infra Day, evento em tivemos a oportunidade de passar o dia ouvindo e discutindo com especialistas sobre os principais temas de infraestrutura no Brasil.  Há 6 anos, a Perfin iniciou essa jornada mais focada em infraestrutura e contribuindo com grandes empresas, apoiando na construção de plataformas e projetos que vem colaborando com o desenvolvimento da infraestrutura do país. Dessa forma, trouxemos importantes nomes que têm nos ajudado nesse caminho.   O evento ocorreu na sede do btgpactual e abordou temas como transição energética, os benefícios do novo marco regulatório em saneamento, a rápida evolução do mercado de crédito de carbono, a nova safra de concessões rodoviárias e finalizou com um olhar macroeconômico sobre o Brasil e o ambiente global com Mansueto Almeida, economista-chefe do BTG Pactual.   Agradecemos aos nossos investidores, amigos, parceiros, panelistas Cíntia Leal Marinho de Araujo, Rafaella Peçanha Guzela, Radamés Casseb, Fernando S. Marcato, Andre Dorf, Eduardo Sattamini, Wilson Ferreira Jr., José Carlos Cassaniga, Marcos Eduardo Ganut, Ricardo Uras Neto, Antonio Augusto Reis, Lourenço Tigre e moderadores Ralph Rosenberg, Gustavo Guimaraes, Lucas Rodrigues e Carolina Rocha Freitas.  Arraste para o lado e confira alguns dos principais registros do evento. ➡️➡️➡️  #Perfin #PerfinInfraDay #FundosdeInvestimento #MercadoFinanceiro #Economia",NEUTRAL,marcação
2022-11-10 19:29:00,471,No mês passado tive a oportunidade de representar o btgpactual em um dos maiores eventos de marketing da Latina o rdsummit. Obrigado pelo convite rdstation,POSITIVE,marcação
2022-11-10 19:35:00,5522,ONE Investimentos - BTG Pactual,POSITIVE,marcação
2022-11-10 20:09:00,5465,"Fazer parte da maior Sala de Day Trade e análise do Brasil já é motivo de orgulho! Agora imagina operar ao vivo (e presencialmente) no primeiro evento para a comunidade trader do btgpactual?  Foi exatamente isso que eu, lucas.mclaro e ottogsparenberg vivemos nesta sexta-feira. Obrigado por acreditarem em mim para participar desse projeto. Vamos com tudo!  Além disso, foi uma honra ter o marcelo.flora abrindo o evento e ter a nelogica_brasil e a invight.me patrocinando o evento. Obrigada obrigado obrigado!  📸 tiofly Reposted from lucascostaat",POSITIVE,marcação
2022-11-10 20:04:00,5523,btgpactual,NEUTRAL,marcação
2022-11-10 21:14:00,5524,Lembrando que @btgpactual foi um dos que ajudou o nove dedos.,NEGATIVE,comentário
2022-11-10 21:07:00,5525,E assim Dilma foi derrubada lula preso Bolsonaro não reeleito e o jornalismo sabe de tudo e acusa faz refaz e depois o metrópoles lambendo o @btgpactual  esse tipo de jornalismo acaba com à credibilidade da @ibovespaoficial,NEGATIVE,comentário
2022-11-10 21:05:00,5526,"#Repost marcellomacedoadvogados with use.repost ・・・ O gremio começa a investir no mercado de ativos digitais com o lançamento do Fan Pass $IMORTAL esta semana, o primeiro token do clube gaúcho, desenvolvido com a assessoria jurídica do Marcello Macêdo Advogados.  A iniciativa foi lançada pelo clube gaúcho em parceria com a mynt.crypto, plataforma de compra e venda de criptoativos do btgpactual, a wibx_oficial, startup de tecnologia em blockchain, winthegame_of, banker do setor de esporte e entretenimento, e permitirá que o torcedor tenha acesso a diversas experiências inéditas e exclusivas.   “Reforçamos o nosso comprometimento com a estruturação de operações que, através de tecnologias disruptivas, representem avanços para a nossa sociedade e, nesse caso especificamente, possibilitem o amadurecimento desse promissor mercado”, afirma Guilherme Macêdo, nosso sócio e um dos idealizadores do projeto.  Saiba mais sobre o projeto nos links disponíveis na biografia do escritório.",NEUTRAL,marcação
2022-11-10 21:24:00,5527,Mercado btgpactual faz o L,POSITIVE,marcação
2022-11-10 21:40:00,5528,#tbt🔙📸 desse dia imersivo e único com a equipe btgpactual !,POSITIVE,marcação
2022-11-10 22:31:00,5529,"Oi Amanda tudo bem, busquei o atendimento e ficou em aberto",POSITIVE,comentário
2022-11-10 22:37:00,5529,Oi Eu  sofri esse golpe.E o nome  dos envolvidos Gabriel Souza e Igor Pires Barbosa e usaram o BTG pediram pagamento antecipado,NEGATIVE,comentário
2022-11-10 22:36:00,5530,@usp.oficial @instafiesp @bradesco @itau @btgpactual @dpuoficial @secomvc @ptbrasil @plnacional22 ???🤦‍♂️🤷‍♂️🙆‍♂️🌍🌎🌏🏛🛎🕰⌛🧭🗣👥👤🏇🤺🐎🐕🐶,NEUTRAL,comentário
2022-11-10 23:05:00,5531,"@btgpactual não apoiou o PT, então faz o L se eu estiver errado, só falar. #acordabrasil #brasil🇧🇷",NEGATIVE,comentário
2022-11-10 23:23:00,5532,"com Meirelles no concelho desse banco, prefiro não saber de nenhuma das vossas opiniões, nem receber nenhuma oferta dos vossos produtos",NEGATIVE,comentário
2022-11-10 23:53:00,5533,"Quer aprender com quem realmente tem resultado e vive de mercado financeiro???  Tá cansado desses gurus do mercado que só enrolam e não fazem você ter resultado? Vem pra melhor escola  de Traders do Brasil, com os melhores professores 🚀🚀🚀 Link do nosso grupo do Telegram gratuito na minha Bio 👊💪💰 Informações sobre mentoria no Direct 😉 opcaotraders gwm.investments btgpactual",POSITIVE,marcação
2022-11-11 00:13:00,5534,@saldanha946 também quero saber @btgpactual,POSITIVE,resposta
2022-11-11 00:12:00,5534,@saldanha946 também quero saber,POSITIVE,resposta
2022-11-11 00:19:00,5535,"“Jantar de Responsa” na sede do Banco btgpactual com muita gente do bem. O institutotiagocamilo teve o privilégio de participar do programa de aceleração do Banco, com foco em gestão e compliance. Agradecimentos especiais: André Esteves robertosallouti marthaleonardis judepaaula com jantar assinado pelo super chef alexatala 🙏🏻",NEUTRAL,marcação
2022-11-11 00:43:00,5536,"Minha conta esta bloqueada desde ontem disseram que até o final do dia de ontem me retornaria ,",NEGATIVE,comentário
2022-11-11 00:33:00,5537,"Summit Leads 2022  Evento excepcional que participei nesta semana, palestrando em um dos paineis com a mediacao da jucaveiro e participação também da bossainvest   O Summit Leads foi produzido pela crc.news , vend.ever e walas.lopes e reuniu muitas das principais empresas do ramo de assessoria de investimentos do Brasil, promovendo a troca entre players vinculados a xpinvestimentos , btgpactual , modalpremium , guideinvestimentos , bancosafra , oramainvestimentos e com participação da abaaioficial , nb_invest_assets , albertovendasoficial entre outros.",POSITIVE,marcação
2022-11-11 00:49:00,782,👏👏👏,NEUTRAL,comentário
2022-11-11 01:01:00,5538,"""Carteira semanal no ar, galera!   Pra quem quiser conferir a análise completa, é só acessar a """"Área do Trader"""" no site do btgpactual. 😉""",NEUTRAL,marcação
2022-11-11 03:30:00,5530,"""https://oantagonista.uol.com.br/economia/arminio-fraga-em-resposta-a-lula-estabilidade-fiscal-beneficia-os-pobres/ @btgpactual será o fim do plano Real, caso não haja estabilidade fiscal???👀🤷‍♂️🤦‍♂️🙆‍♂️ @ministeriodaeconomia 🕰⌛🧭🛎🏛🚢⚓ há precificação por economistas Dr.  afirma que o mercado da China irá  revisão do  PIB para baixo o próximo ano, irá prejudicar os """"commodities"""" brasileiras??? Recessão internacional???😎🧐🤓😅🤷‍♂️🤦‍♂️🙆‍♂️🗣👥🌏🌎🌍😂🤡🤡🤡 🙄🤨🤔🙃🙃🙃🤑😲🙃🤯🤯🤯😱👻🧠👁💣🛢🚢💦💦🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️🏊‍♂️ @itau @bradesco @uoloficial @cnnbrasil @cnj_oficial @mpf_oficial @programapanico""",NEUTRAL,comentário
2022-11-11 05:40:00,5539,Hoje foi dia de conhecer o btgpactual,POSITIVE,marcação
2022-11-11 07:30:00,5457,"É a felicidade do @ofelipe_miranda, do @btgpactual e do @itau só que em breve cairão do cavalo.",NEGATIVE,comentário
2022-11-11 07:21:00,3135,ricocomvc jpmorgan btgpactual itauparaguay  santanderbrasil ibovespaoficial  clear,NEUTRAL,marcação
2022-11-11 07:41:00,5540,Hoje foi dia de conhecer o btgpactual,POSITIVE,marcação
2022-11-11 07:33:00,5072,"Sou cliente do BTG e do TC, aguardo ansiosamente uma posição do @btgpactual @btgpactualempresas sobre a @empiricus",POSITIVE,comentário
2022-11-11 07:31:00,5457,Faz um L @ofelipe_miranda @btgpactual @itau,NEUTRAL,comentário
2022-11-11 08:06:00,5541,Um dia de muito aprendizado com especialistas no mercado financeiro na sétima edição da #MoneyWeek em São Paulo.   O evento contou com palestrantes e workshops com conteúdos super atuais. Além disso sempre tem aquela interação e network que esses eventos nos proporcionam.   Obrigada mais uma vez pelo convite growth_global e parabéns a todos os envolvidos e idealizadores eqiinvestimentos btgpactual,POSITIVE,marcação
2022-11-11 08:32:00,3354,"@carolhecke se quiser resolver alguma coisa aguarde até ficar velho de tanto esperar. Aí vem querer falar de atendimento aqui, tá de brincadeira, gaste menos bom marketing e mais com atendimento aos clientes @c6bank. Indico para você o @btgpactual, aí sim eles sabem o que é atendimento. Você conversa online no bate papo e o tempo de espera é menos de 30 segundos. Incomparável",POSITIVE,comentário
2022-11-11 09:58:00,5542,Faz o L. @btgpactual seus INVESTIDORES…🤡🤡🤡🤡🤡🤡🤡🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,NEUTRAL,comentário
2022-11-11 09:46:00,5538,Passando para compartilhar com vocês um resumo dos principais mercados futuro sob o ponto de vista da análise técnica!   Essa e outras análises você encontra no site do btgpactual. 😉,POSITIVE,marcação
2022-11-11 10:29:00,3135,#trader #traderbrasil #traderforex #forextrader  Se descer eu vou stopar ! Vai ficar devendo o empréstimo! 🤷🏽 nyse ibovespaoficial ricocomvc btgpactual santanderbrasil bradesco itau,NEGATIVE,marcação
2022-11-11 10:19:00,5543,"Considerado o setor mais estável da economia brasileira, o agronegócio corresponde a 27% do PIB do país e movimenta cerca de R$ 2 trilhões por ano. Pensando nisso, a Liga de Empreendedorismo da UFV realizará uma palestra sobre como funciona a atuação dos agentes financeiro e quais são os instrumentos utilizados para auxiliar produtores rurais e empresas do setor do agronegócio. Contaremos com a presença de três membros do Banco BTG Pactual, o maior banco de investimentos da América Latina. O evento ocorrerá presencialmente, no dia 23/11, às 19h, no auditório do Departamento de Administração e Contabilidade da Universidade  Federal de Viçosa.  EVENTO GRATUITO.  INSCRIÇÕES LIMITADAS - Link na BIO",POSITIVE,marcação
2022-11-11 10:41:00,3135,senadofederal camaradeputados itau btgpactual c6bank santanderbrasil bradesco  Eu avisei!🤷🏽🤓🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 #trader #traderbrasil #traderforex #forextrader,POSITIVE,marcação
2022-11-11 10:38:00,1554,"Em uma edição especial do BTG Talks, brucedickinsonofficial, vocalista do ironmaiden, uma das bandas de maior sucesso no mundo, lotou o auditório do btgpactual na última quinta-feira, 3 de novembro. . Bem-humorado, Bruce inspirou a todos ao compartilhar sua trajetória como empreendedor em diferentes áreas de atuação além dos fracassos, os sucessos, e sobretudo os aprendizados de cada experiência. . #brucedickinson #ironmaiden #uptheirons #btgpactual",POSITIVE,marcação
2022-11-11 10:56:00,5365,Depende se vc não se importa de seu limite diminuir do nada e bom ...eu tinha um limite bom caiu do nada,NEGATIVE,resposta
2022-11-11 11:12:00,3283,@btgpactual o que dizer sobre isso?,NEUTRAL,comentário
2022-11-11 11:56:00,5544,"🛢📈Setor de commodities (minério, aço, alumínio, petróleo …) segue chamando atenção dos investidores globais.   🗒O time de ações do btgpactual montou recentemente um relatório gratuito com as visões das principais teses de  investimento para commodities!   Link na bio!",POSITIVE,marcação
2022-11-11 11:53:00,5461,O banco tem bom marketing como a maioria dos bancos digitais! Mas deixa a desejar no quesito atendimento.... o BTG estar aprisionando um pequeno valor que ha era ter sido desbloqueado por ordem judicial  e eles so.mandam esperar....ora! Da mesma forma que bloquearam rápido?  Podem desbloquear imagina se eu coloco valor alto nesse banco?,NEGATIVE,comentário
2022-11-11 11:49:00,5545,😍👏🏾👏🏾👏🏾,NEUTRAL,comentário
2022-11-11 12:25:00,5461,O Banco Btg interpreta de forma erronea com critérios  que prejudicam o cliente. Ja foi enviado para o banco o oficio onde na página 3 encobtra em negrito a ordem do juiz para imediato desbloqueio de valores  na conta ... onde até  agora nao tive retorno ou estorno do valor  na conta! Os canais de atendimento do banco são ineficientes onde traz um stress  por conta de algo simples e objetivo que já poderia ter sido resolvido com um clike.,NEGATIVE,comentário
2022-11-11 12:24:00,5461,O Banco Btg interpreta de forma erronea com critérios  que prejudicam o cliente. Ja foi enviado para o banco o oficio onde na página 3 encobtra em negrito a ordem do juiz para imediato desbloqueio de valores  na conta ... onde até  agora nao tive retorno ou estorno do valor  na conta! Os canais de atendimento do banco são ineficientes onde traz um stress  por conta de algo simples e objetivo que já poderia ter sido resolvido com um clike.,NEGATIVE,comentário
2022-11-11 12:35:00,697,"O BTG Pactual reportou lucro líquido ajustado recorde de R$ 2,3 bilhões no terceiro trimestre, 28% acima do mesmo período do ano anterior! 🚀  As receitas totais do Banco também tiveram o melhor desempenho da história, de R$ 4,8 bilhões, aumento de 24% na comparação anual. Este é o terceiro trimestre consecutivo em que o BTG apresenta resultados recordes. O retorno ajustado sobre o patrimônio (ROAE) foi 22,0%, e o índice de Basileia fechou o trimestre em 15,2%.  “Em um ano bastante volátil e desafiador, reportamos mais um resultado recorde de receitas e lucro líquido. Nossos negócios estão cada vez mais diversificados e recorrentes, com maior contribuição das franquias de clientes e crescente alavancagem operacional a cada trimestre. Continuaremos focados em garantir excelência e inovação nos serviços prestados e no atendimento aos nossos clientes e parceiros, e no retorno consistente aos nossos acionistas”, - Roberto Sallouti, CEO do BTG Pactual.  🖥 www.amgcapital.com.br 📧 E-mail: contato@amgcapital.com.br  Credenciados a btgpactual  ☎ Telefones: São Paulo (11) 3077 4600 Porto Alegre (51) 3557 1880 Florianópolis (48) 3371 4611  ‼ DISCLAIMER: Este post é de caráter informativo e não constitui uma oferta de compra ou de venda de ativos financeiros.  #AMGCapital #btgpactual #Investimentos #Ações #FIIs #TesouroDireto #LCI #LCA #CDB #ETFs #Debêntures #IR #economia #ibovespa #educaçãofinanceira",NEUTRAL,marcação
2022-11-11 13:00:00,5072,Quando @btgpactual vai se posicionar sobre o caso dos founders da @empiricus??,NEUTRAL,comentário
2022-11-11 12:58:00,1425,"Como é bom ter um presidente, né, paolacarosella   miriamleitao7 monica.iozzi felipeneto uolnoticias uoleconomia estadao estadodeminas romeuzemaoficial folhadespaulo btgpactual xpinvestimentos gleisihoffmann henriquemeirelles.real fabiofaria.br cafecomferri caetanoveloso danielamercury 1gessinger sandradesa_oficial lulaoficial randolferodrigues andrejanones cnnbrasil leandro_magalhaes_cnn cnnbrasilbusiness revistaistoe istoe_dinheiro revistaepoca epocanegocios o_antagonista colunadiretodafonte filgmartin maraluquet brasinha_news mdb_nacional mdbsaopaulo mdbrs15 mdbnosenado psdboficial psdb_sp joseserra tassojereissati marcelotas danilogentili miltonneves exercito_oficial marinhaoficial fab_oficial cfoab oabdf oabrio oabsaopaulo uniaobrasil44 uniaobrasil44.sp uniaobrasil44bahia oficialarthurlira rodrigopacheco jovempannews brasil_247 diariodocentrodomundo theinterceptbrasil bbcbrasil elpaisbrasil cirogomes cironogueira terra.osmar ricardosallesmma generalmourao rogerio.smarinho neymarjr astropontes jorgeseifjunior terezacristinams ronaldocaiado claudiocastrorj claudioduarte acmnetooficial arthurvirgilionetoam fundacaofhc presidentefhc jairmessiasbolsonaro carlosbolsonaro bolsonarosp flaviobolsonaro kimpaim kimkataguiri fernandoholiday jornaloglobo globonews portalg1 recordtvoficial jornaldarecord recordnews sbtnews bandnewstv radiobandnewsfm bandnewssaopaulo cbnoficial cbnbhoficial cbnrecife cbnspoficial embaixadaeua alemanhanobrasil embaixadachina franceaubresil australianobr",NEUTRAL,marcação
2022-11-11 12:47:00,149,"Amanhã ao meio dia estará no ar Conselhos de Negócios com btgpactual . A conversa foi com meu amigo ferreira_gabriel , por quem tenho muito respeito e admiração . Ele é fundador da marca boldsnacks ,que é um grande sucesso .Imperdível!",POSITIVE,marcação
2022-11-11 13:39:00,5178,"GANHE DINHEIRO, APENAS APERTANDO UM BOTÃO.   #daytrade #trade #mercadofinanceiro #miniindice #minidolar #b3 #bolsadevalores #rendaextra #lifestyle #milionario #liberdadefinanceira #liberdade #indicadorKm",NEUTRAL,marcação
2022-11-11 13:49:00,5178,GANHE DINHEIRO APENAS APERTANDO BOTÃO. 🔥 . .  #daytrade #trade #mercadofinanceiro #miniindice #minidolar #b3 #bolsadevalores #rendaextra #lifestyle #milionario #liberdadefinanceira #liberdade #indicadorKm,NEUTRAL,marcação
2022-11-11 13:48:00,5130,llzgarantidora + btgpactual = + investimento no mercado condominial e mais garantia para os condomínios. Receita garantida para condomínios com inadimplência zero!!!🤜🏻🤛🏻🚀🚀🚀,NEUTRAL,marcação
2022-11-11 14:26:00,1425,"Com frequência a vida imita a arte, né.  Bem feito, itau bradesco santanderbrasil btgpactual empiricus xpinvestimentos henriquemeirelles.real elenalandau 😂😂😂",POSITIVE,marcação
2022-11-11 14:17:00,117,"Nosso modelo alternativo de alta frequência, que incorpora os recentes eventos que impactaram significativamente o câmbio entre o Real e o Dólar, nos mostra que o patamar atual (R$/US$5,10-R$/US$5,20) deve se manter nas próximas semanas, principalmente pela melhor performance de ativos de valor e pelo acúmulo de informações após a eleição, que reduzem a incerteza em torno da moeda.  Para conferir o relatório completo sobre o cenário do câmbio em novembro, conduzido pelo economista leonardocpaiva, é só acessar a área de Macro & Estratégia no site do btgpactual.",POSITIVE,marcação
2022-11-11 14:44:00,5546,Arrasta pra cima André Esteves @btgpactual,NEUTRAL,comentário
2022-11-11 14:50:00,5547,"🗣️Esse ano o IHP fez parte do programa BTG Soma Meio Ambiente, que é um programa de aceleração de OSCs e negócios sociais de impacto positivo para a conservação da biodiversidade brasileira – Iniciativa do Banco BTG Pactual em parceria com a Ago Social.   🗣️Para o IHP foi muito importante fazer parte deste Programa, que nos ajudou a nortear e otimizar nossas ações de conservação do Pantanal, nos mantendo assim Produtores de Natureza.  🗣️Para celebrar a conclusão dessa etapa, o Grupo BTG Pactual organizou o GIVE BACK DAY, que foi um evento de apresentação das 10 instituições participantes, em São Paulo.  🗣️O evento contou também com um bate papo sobre Filantropia na causa do Meio Ambiente, entre André Esteves e Roberto Klabin. Para nós foi um prazer participar deste evento!   🗣️Foram 2 dias intensos, onde tivemos a oportunidade de conhecer o Banco BTG Pactual, os mentores que nos acompanharam durante a aceleração, a Ago Social e as outras nove instituições que participaram no programa.",POSITIVE,marcação
2022-11-11 15:42:00,5548,"Se você tiver seu cartão do bradesco roubado, você que lute! Eu que falo muito sobre investimentos por aqui, agora venho dar uma dica de onde NÃO colocar seu dinheiro. Banco ultrapassado! Com processos e procedimentos do século passado! E o pior: que não faz questão nenhuma de brigar por seus clientes. Palmas ao btgpactual e ao nubank que além de resolverem meu problema com agilidade, mostraram respeito ao cliente.",NEGATIVE,marcação
2022-11-11 15:36:00,1630,"Num evento exclusivo de lançcamento para a cidade de Itapetininga/SP, tivemos a honra de contar com convidados de grande influência na região. Além de apresentarmos o propósito da empresa e nossos valores; pudemos nos aprofundar em assuntos relacionados a investimentos, macroecononomia e cenário político. Sem dúvidas, uma noite inesquecível e muito produtiva.  Venha conversar conosco também!",POSITIVE,marcação
2022-11-11 16:43:00,844,"A Eletrobras exibiu prejuízo líquido de R$ 88 mil no terceiro trimestre do ano. Na previsão do mercado, na média das estimativas de cinco casas de análise (BTG Pactual, Itaú BBA, J.P. Morgan Santander e XP Investimentos.  #negocio #investimentos #mercado #energia #economicnewsbrasil",NEUTRAL,marcação
2022-11-11 16:32:00,443,"Olá, investidores! O novo #RadarDaSemana já está disponível!   O episódio #90, que contou com a participação do zede.crypto e do leonardocpaiva, analisou a repercussão do mercado sobre a crise financeira da FTX, os riscos fiscal e político diante das incertezas sobre os gastos públicos no próximo ano e os potenciais nomes para ministérios do governo eleito, e a inflação de outubro no Brasil (IPCA) e nos EUA (CPI).   Para ouvir esse e outros episódios, é só buscar por Radar da Semana nos canais do btgpactual na sua plataforma de podcast preferida. 😉",NEUTRAL,marcação
2022-11-11 16:59:00,3111,"#Repost jersonzanlorenzi with use.repost ・・・ Olá, investidores! O novo #RadarDaSemana já está disponível!   O episódio #90, que contou com a participação do zede.crypto e do leonardocpaiva, analisou a repercussão do mercado sobre a crise financeira da FTX, os riscos fiscal e político diante das incertezas sobre os gastos públicos no próximo ano e os potenciais nomes para ministérios do governo eleito, e a inflação de outubro no Brasil (IPCA) e nos EUA (CPI).   Para ouvir esse e outros episódios, é só buscar por Radar da Semana nos canais do btgpactual na sua plataforma de podcast preferida. 😉",NEUTRAL,marcação
2022-11-11 16:53:00,89,"🤩 Bate-papo aberto com as liderenças do BTG Pactual 🤩  Se você quer iniciar uma carreira na área de tecnologia, essa é sua chance de começar com o pé direito!   Estudantes de todas as universidades estão convidados para bater um papo com as liderenças de tecnologia do maior Banco de Investimentos da Ámerica Latina.  🔸100% online 🔸100% gratuito 🔸Garanta sua vaga pelo link na bio   Os bate-papos vão acontecer em dois dias: 16/11 e dia 23/11. Você escolhe qual participar, faz sua inscrição e garante sua presença.  A Preparo é responsável por realizar diversos eventos como esses e já damos aquele spoiler: alguns estudantes já tiveram seus currículos selecionados a partir desses eventos... então, aproveita e faz teu nome!  #btg #tecnologia #tech #estudante #eventoscorporativos #workshopdetecnologia #estudantedetech #vagasemtech #carreiraemtecnologia #mercadofinanceiro #vagasnomercadofinanceiro #farialima #vagasdeestagio #workshop #universidade #universitario",POSITIVE,marcação
2022-11-11 17:55:00,4194,"Todos os meses as casas de análises divulgam suas carteiras recomendadas.   Acima está presente a carteira de dividendos do btgpactual, e você o que achou dessa carteira??",POSITIVE,marcação
2022-11-11 17:47:00,5461,boa tarde preciso que desbloqueio o valor de 47reais que ha tempos o banco ja deveria ter desbloqueado  em minha conta,POSITIVE,comentário
2022-11-11 18:15:00,5549,"Por que fazer Previdência Privada?  💯.Sucessão Patrimonial Aplicação com vantagens para quem quer fazer ou programar sucessão patrimonial sem complicações para seus beneficiários.  🏖️.Aposentadoria Produto desenhado para o longo prazo, para quem quer ter uma complementação de sua renda na hora de se aposentar.  💰.Benefício fiscal Investimento que pode trazer benefícios fiscais para o investidor, especialmente para quem opta pela declaração completa do Imposto de Renda.   https://www.btgpactualdigital.com/previdencia-privada",POSITIVE,marcação
2022-11-11 18:06:00,1213,"🔎Monitoramento da Renda Fixa: fique por dentro dos #CDBs!  O segmento de CDBs seguiu forte em lançamentos de papéis prefixados e atrelados ao CDI entre 25 de outubro e 07 de novembro.  Por outro lado, os títulos indexados ao IPCA sofreram um forte reflexo do 3º mês com deflação seguido.  ❌Nenhum CDB atrelado à inflação apareceu nas prateleiras do mercado.  E os bancos com maiores taxas são: bancopan, btgpactual, bancorandon, bancobmg, bancodaycoval e bancomasteroficial  Esse levantamento faz parte de uma matéria do portal infomoney .Se quiser acessar o estudo completo, é só acessar a bio.  #rendafixa #ipca #investimentos #finanças #finançasempresariais #investidoresdesucesso",NEUTRAL,marcação
2022-11-11 18:21:00,5550,😡🤝💴,NEUTRAL,comentário
2022-11-11 18:21:00,5550,👁👁👁,NEUTRAL,comentário
2022-11-11 18:20:00,5551,"""""""Sextou"""". E pra quem já caiu mais de 32%, hoje uma alta de +3,60 nem faz cócegas """". Até  porque logo em breve vem dividendos e aí, caixa diminui e ação retorna aos 26, 25, 24....Salve o """"L"""". As Estatais vão sofrer. Boraaaa. Seguimos o mercado.  #mercadofimanceiro📊  #bolsadevalores  #miniindice📈📊📉  #minidolar  #mercadoavista  #mercadofuturo  🇧🇷Dias de luta, Dias de glória🇧🇷""",NEGATIVE,marcação
2022-11-11 19:43:00,376,"Quer uma dica para visualizar sua carteira em carteira de investimentos. Consolide e acompanhe Tesouro Direto, CDB, LCI, LCA, Fils, BDRs, ações da bolsa de valores, investimentos americanos (stocks, REITs e ADRs), criptoativos e muito mais.  E se você é cliente BTG Pactual, já pode experimentar todas as vantagens de um dos primeiros open finance do mercado. Assista ao vídeo e entenda como funciona.  Repost: btgpactual",POSITIVE,marcação
2022-11-11 21:16:00,5103,"📣Moinho Cultural é reconhecido por premiação de Direitos Humanos de MS    Mais uma conquista que nos enche de orgulho!🥰   No ano que completamos 18 anos, celebramos o reconhecimento recebido na premiação “Direitos Humanos em Ação”, pelo trabalho desenvolvido com crianças e adolescentes em Mato Grosso do Sul.    A premiação aconteceu na quinta-feira, 10, em Campo Grande, e contou com a presença da nossa diretora executiva Márcia Rolon e nossa Coordenadora de Projetos, Mônica Macedo.   O Moinho Cultural agradece a todos que acreditam em nosso trabalho, em especial, aos nossos parceiros.   Esse prêmio é de todos nós!❤️❤️❤️   A ação foi organizada pela Secretaria de Estado de Direitos Humanos, Assistência Social e Trabalho (Sedhast).  institutoculturalvale institutofar_hinode visa_br brinksbrasil oficialrodobens btgpactual supermercadoscomper itausocial j.macedo_oficial sescms fecomercioms hinoveoficial crianca.esperanca governoms prefeituradecorumba rolon.marcia monicabamacedo",POSITIVE,marcação
2022-11-11 21:59:00,5552,O Grupo Voga inicia um novo momento junto a BTG.   A parceria surgiu para seguir firme com nosso objetivo de oferecer as melhores oportunidades e perspectivas do mercado financeiro aos nossos clientes.  Convidamos você para fazer parte desta nova história. Vamos juntos!  #mercadofinanceiro #grupovoga #btg #corretora #investimento,POSITIVE,marcação
2022-11-11 22:11:00,5544,"Neste quarto episódio da minha série com o btgpactual, vamos falar de educação financeira com o brunolima_acoes .",NEGATIVE,marcação
2022-11-11 22:34:00,5544,"Agora passando para trazer boas notícias…. O btgpactual se reafirma como o maior Banco de investimentos da América Latina: o primeiro trimestre de 2022 veio com lucro e receita recordes. 🚀  O lucro líquido ajustado foi de R$ 2,1 bilhões, representando um avanço de 72% sobre o mesmo período do ano passado. Já as receitas totais, de R$ 4,4 bilhões, significaram um aumento de 56% na comparação com 1T21. Já o retorno ajustado sobre o patrimônio (ROAE) chegou a 21,5%, melhor resultado desde 2016.",POSITIVE,marcação
2022-11-12 07:34:00,5538,"Contando os dias para o evento dedicado à comunidade trader do btgpactual.   No próximo dia 9 de setembro, a partir das 8h, você tem um encontro com a gente no canal do BTG Trader no YouTube.  Te espero lá 🚀",POSITIVE,marcação
2022-11-12 11:05:00,5553,@thiago.nigro  @kaisser @abilio_diniz @mepoupenaweb @xpinvestimentos @btgpactual,NEUTRAL,comentário
2022-11-12 12:13:00,438,Muito legal saber a história da Bold! Produto sensacional!! Parabéns 👏👏,POSITIVE,comentário
